Restaurant	Food restrictions	Menu
		"Grill | Grilled Kababi (L,G) : Maukkaat maustetut vartaat,
hiillostettuna avotulellaJuicy skewers of seasoned meats, charred
to perfection on open flames"
		"Mains | Shkmeruli (L) : Mehukas valkosipulilla maustettu
aromikas kanaAromatic, garlicky, succulent chicken dish"
		Mains | Ajapsandali (L,G,VG) : Georgialainen ratatouilleGeorgian ratatouille
Konstan Möljä	['Gluten-free']	"Buffet | JOULUN JUHLAMENU : Katetaan joulukuun ajan. Ti - to klo. 17 -22, pe ja la klo. 16 - 23.
Joulukuussa ei ole saatavilla muuta illallismenua.Joulun alla katetaan tavallistakin runsaampi ja juhlavampi joulumenu.
Menuun kuuluvat Konstan Möljän klassikoiden lisäksi myös päivän
vegaaninen pääruoka, perinteiset jouluruoat sekä juhlava
jälkiruokapöytä, juustolajitelma sekä alkoholiton glögi.- Saariston alkupalapöytä - kala- ja äyriäislajitelma -
poronkäristys, Marskin vorschmack & karjalanpaisti - uunilohi & päivän
vaihtuva kalaruoka - erilaisia kasvis- ja kausiruokia - rosolli,
joulukinkku & talon konjakkisinappi, perinteiset joululaatikot, päivän
keitto & kotikalja (1% alc.) Lisäksi runsas jälkiruokapöytä,
juustolajitelma ja alkoholiton glögi.Tervetuloa nauttimaan perinteisiä joulun makuja Konstan Möljään!"
		"Buffet | CHRISTMAS BUFFET : Served in December. Tue - Thu: 17 - 22, Fri - Sat: 16 - 23.
Please note that in December only Christmas buffet is available.The Christmas buffet showcases traditional Finnish Christmas dishes and
other Finnish delicacies. The menu includes a plentiful salad &
appetizer buffet, vegan appetizers, seafood selection, warm main courses
like sautéed reindeer, Karelian stew and oven baked salmon, traditional
Finnish Christmas dishes, soup of the day and a plentiful dessert buffet
with festive cheese selection, seasonal desserts & non-alcoholic mulled
wine.We welcome you to experience traditional Finnish Christmas in Konstan Möljä!"
		"Buffet | LOUNASBUFFET / LUNCH BUFFET : Herkkuja notkuva lounaspöytä katetaan tiistaista perjantaihin klo. 11 -
14:30.Uudistuneelta perinneruokalounaalta löydät entistä
monipuolisemmin kauden makuja, runsaan saaristolaishenkisen salaatti- ja
alkupalapöydän sekä suomalaisia perinneruokaklassikoita.Lounaaseen
kuuluu runsas salaatti- ja alkupalapöytä, kalalajitelma sekä
karjalanpiirakat ja munavoi. Pääruokina kaksi lämmintä pääruokaa
lisukkeineen sekä maukas päivän keitto! Juomana kotikalja ja vesi.
Jälkiruoaksi kahvi / tee sekä pikkumakeaa.Konstan Möljä’s lunch buffet is served from Tuesday to Friday 11am to
2:30pm.We offer a plentiful salad & appetizer buffet with Karelian
pasties, two warm main courses with sides and a soup of the day. Coffee
& tea + home made ale are included. The lunch menu changes daily and
introduces traditional Finnish home cooking."
		"Buffet | Saaristolaispöytä : Illallisbuffet ti-to klo. 17 - 22 sekä pe ja la klo. 16 - 23HUOM: Joulukuun ajan tarjolla joulun juhlamenu 46€.Illallisaikaan katetaan Konstan Möljän kuuluisa pitopöytä. Runsaasta
noutopöydästämme löydät perinteisiä liha-, kala- ja kasvisherkkuja eri
puolilta Suomea.Illallisbuffettiin kuuluu runsas alkupalapöytä, kala- ja
äyriäislajitelma, vegaaniset alkupalat sekä perinteiset
klassikkopääruoat ja erilaisia kasvis- ja kausiruokia.Illallisbuffet:
- Saariston alkupalapöytä
- Kala- ja äyriäislajitelma
- Poronkäristys, Marskin vorschmack & Karjalanpaisti
- Uunilohi & päivän vaihtuva kalaruoka
- Erilaisia kasvis- ja kausiruokia
- Päivän keitto & kotikalja (1% alc.)"
		"Buffet | Finnish Dinner Buffet : Tue - Thu at 17 - 22 & Fri - Sat at 16 - 23HOX: In December a special Christmas menu is served for 46€Konstan Möljä's famous Finnish dinner buffet with plentiful appetizers,
fish & seafood selection, traditional main courses & soup of the day.
The menu introduces Finnish delicacies from all over the country.Menu highlights include sautéed reindeer, Karelian stew, oven baked
salmon and Finnish bread selection with Karelian pasties and egg &
butter mix.All you can eat buffet:
- Seafood & appetizers
- Finnish bread selection & Karelian pasties
- Sauteed reindeer
- Vorschmack & Karelian stew
- Oven baked salmon & vegetarian dishes
- Soup of the day & Home made ale (1% alc.)"
Ravintola Segreto	['Vegan', 'Vegetarian']	Antipasti | Salumi : Lajitelma leikkeleitä, juustoja, kasviksia, tahnoja & leipää / 2 hlö
		Antipasti | Mozzarella : Segreton tuoretta mozzarellaa kotimaisesta maidosta, oliiviöljyä & sormisuolaa (G)
		Antipasti | Autunno : Paahdettua punajuurta, vuohenjuustoa, karhunvadelmaa & pistaasia (G)
		Primi Piatti | Porcini : Espressolla maustettu tattirisotto & pikkelöityjä tatteja (L,G)
		Primi Piatti | Vege porcini : Espressolla maustettu tattirisotto & pikkelöityjä tatteja (VE,G)
		Secondi Piatti | Pesce : Paahdettu siikafilee, kurpitsaa, salviaa & proseccokastiketta (L,G)
		Secondi Piatti | Bistecca : Grillattu 28 päivää dry-aged kotimainen naudan entrecôte-pihvi, valkosipulia ja marsalaa (L,G)
		Pizza | Margharita : Segreton mozzarellaa, tomaattikastiketta, pikkelöityä tomaattia & basilikaa
		Pizza | Prosciutto : Ilmakuivattua kinkkua, mozzarellaa, tomaattikastiketta, karhunvadelmaa & rucolaa
		Desserts | Tiramisu : Klassikko Segreton tapaan
		Desserts | Mela : Karamellisoitua omenaa, brandya & kanelijäätelöä (L,G)
		Desserts | Amaretto : Mantelirisottoa, amarettojäätelöä & paahdettua mantelia (L,G)
Alfons Pizza	['Vegan', 'Vegetarian']	Salads | ESTIVA : Vihreä salaatti, katkarapu, punasipuli, puolikuivattu keltainen kirsikkatomaatti,  Kalamata oliivi & sitruunaöljy.Green mix, shrimps, red onion, semi-dried yellow cherry tomatoes, Kalamata olives & lemon oil.
		Salads | VEGANA : Grillattu paprika, grillattu artisokka, Kalamata-oliivi, vihreä salaatti & punasipuli.Grilled bell peppers, grilled artichokes, Kalamata olives, green mix & red onion.
		Salads | APULIA : Burratajuusto, puolikuivattu kirsikkatomaatti, Kalamata-oliivi, punasipuli, vihreä salaatti & oliiviöljy.Burrata, semidried cherry tomatoes, Kalamata olives, red onions, green mix & olive oil.
		Pizza | ERCOLINA : Tulinen Napoli salami, mozzarella, gorgonzola piccante, punasipuli & oliivimuru.Spicy Napoli salami, mozzarella, gorgonzola piccante, red onion & olive crumbles.
		Pizza | TARTUFINA : Tryffelillä maustettu italialainen kinkku, pecorino, mozzarella, portobellosieni, herkkutatti & tryffelipesto.Italian ham with truffle, pecorino, mozzarella, portobello mushrooms, porcini mushrooms & truffle pesto.
		Pizza | SICILIA : Paahdettu munakoiso, puolikuivattu kirsikkatomaatti, mozzarella, vuohenjuusto & talon basilikapesto.Roasted eggplant, semidried cherry tomatoes, mozzarella, goat cheese & house basil pesto.
		Desserts | TIRAMISU : 100% itsetehty ja luomu.100% handmade and organic.
		Desserts | ICE CREAM CAKE : Jäätelökakku coulis kastikkeella. Maut vaihtelevat.Ice cream cake with coulis sauce. Varying flavours.
		Desserts | IRISH COFFEE : Kahvi, viski, kerma.Coffee, whiskey, cream.
Itsudemo Helsinki	['Gluten-free', 'Vegan', 'Vegetarian']	Lunch | Buffet lounasaikaan : Ma-pe 11.00-16:30
		Buffet | Buffet viikonloppuisin : la-su koko päivän
		Buffet | Buffet arki-iltaisin : ma-pe klo 16.30 alkaen
Mizore Sushi & Sticks	['Gluten-free', 'Vegan', 'Vegetarian']	Set Menu | All you can eat (Dry ice Sushi&Sticks)
Ravintola Domo	['Vegetarian']	Starters | Hiya Yakko : Tofua, inkivääriä ja kevätsipulia
		Starters | Tonjiru : Miso keitto, possunkylkeä, shitake sieniä, perunoita ja porkkanaa
		Starters | Ebi Salsa with crisp Nori Chips and mustard mayo : Jättikatkarapusalsaa, nori shipsejä ja japanilaista sinappimajoneesia
		Mains | Tori No Teriyaki : Paistettua kanaa ja teriyaki kastiketta
		Mains | Yasai Tempura Udon/Soba : Kasvis tempura, udon tai soba nuudeleita liemessä
		Mains | Pan Seared Scallops : Paistettuja kampasimpukoita, kiinankaalia, pinaattia ja ponzu kastiketta
		Desserts | Sorbet: Citrus, Mango : Sorbetti: sitrushedelmä, mango
		Desserts | Green Tea Pannacotta : Vihreä tee pannacotta ja mirin karamellia
		Desserts | Yuzu Cream Profitorols with chocolate and berries : Yuzu kermalla täytettyjä tuulihattuja, marjoja ja suklaakastiketta
Be My Guest	['Vegan', 'Vegetarian']	Lunch | Phở Fighters : Traditional Vietnamese Phở soup with fresh herbs and rice noodles
		Lunch | Noodle Around : Warm bowl of filling Viet noodles. Served with fresh greens, home-made pickles, crushed peanuts and fried onions
		Lunch | Oh-So-Fresh Salad Combo : 2 freshly made large rice paper rolls with veggies, aromatic mint and juicy bell pepper, served with side salad
		Starters | Dumplings Darling : 3 handmade dumplings, coriander, fried onions, sesame seeds [W] [Soy]
		Starters | Charlie Don't Surf Salad : Crunchy gỏi salad, cabbage, carrot, pickled onions, mint, vegan fish sauce [G*]
		"Starters | Flying Shrimp : Grilled prawn skewers with lemongrass chili sauce, served with ""Nha Trang"" dressing [G*] [L]"
		À la carte | Coolest Bánh Mì on the Block : Freshly baked bread. Home-made pickles, cucumber, coriander
		À la carte | Always Summer Rolls : 4 freshly made large rice paper rolls with veggies, mint, bell pepper
		À la carte | Hanoi Rock'n'Noodle : Special pan-fried 'áp chảo' Hanoi style rice noodle with onion, tomato, choisam, babycorn, leek
Locanda Scappi	['Gluten-free', 'Vegetarian']	"Antipasti | Arancini con Tartufo e Funghi : Uppopaistettuja sienillä ja tryffelillä maustettuja rapeita riisipalloja, tarjoillaan
Gorgonzola-juustokastikkeen kera."
		"Antipasti | Tartare di Manzo : Suomalaista härkää maustettuna oliiviöljyllä, suolalla ja pippurilla,
Castelmagno-juustoa (Piedmontelainen luolassa kypsytetty juusto) ja
hasselpähkinää."
		"Antipasti | Tigelle con Mortadella & Stracchino : Itsetehty pieni silavassa paistettu pannuleipä, tarjoillaan Mortadella-leikkeleen
ja stracchinojuuston kera (pehmeä juusto lehmänmaidosta)."
		"Mains | Fettuccine alla Pastorella : Itsetehtyä fettucine-pastaa pitkään haudutetulla lammasragulla
(tomaatti-sipulikastike), tuoretta ricottaa, basilikaa ja pecorinojuustoa"
		"Mains | Tagliolini in forma : Käsintehtyä tagliolinipastaa voin ja parmesaanin kera tarjoiltuna talon
parmesaanikiekosta."
		"Mains | Quaglia Gragliata : Pitkään kypsennettyä ja grillattua viiriäistä, grillattua portobellosientä,
kastanjaa ja härkäliemi."
		Desserts | Tiramisù : Kahvilla maustettu jälkiruoka savoiardikekseillä ja mascarponella.
		Desserts | Tortino di Mele : Kanelilla ja ruskealla sokerilla maustettua omenakakkua vaniljajäätelön kera.
		Desserts | Gelato Artiganale from Gelato Club : Klassista italialaista artesaanipistaasijäätelöä ja tummasuklaajäätelöä.
Retro Enoteca	['Gluten-free', 'Vegan', 'Vegetarian']	Antipasti | Prosciutto Crudo
		Antipasti | Suolakuoriselleri Carpaccio
		Antipasti | Retro Tartar (kasvis- tai lihaversio)
		Secondi Piatti | Häränhäntäraviolit
		Secondi Piatti | Carbonara di Mare
		Secondi Piatti | Sienirisotto
		Desserts | Pistaasijäätelö
		Desserts | Tiramisu
		Desserts | Torta della Nonna
Vibami - Vietnamese Kitchen	['Gluten-free', 'Vegan', 'Vegetarian']	"Appetizers | BABY SHRIMP SPRING ROLLS : With mixed vegetables, fresh herbs &
fish sauce."
		"Appetizers | CHICKEN SPRING ROLLS : With mixed vegetables, fresh herbs &
fish sauce."
		Appetizers | MONSTER ROLLS WITH SHRIM : With rice paper, rive noodles, vegetables, avocado & peanut / fish sauce
		"Soups | PHO SOUP WITH BEEF : With 12-hour-beef-broth, green onion, cilantro,
bean sprouts, black pepper & hoisin sauce."
		"Soups | PHO SOUP WITH ORGANIC TOFU : With 8-hour-vegetable-broth, green onion, cilantro, bean
sprouts, mushroom, broccoli & hoisin sauce."
		"Soups | MIXED PHO SOUP : With 12-hour-beef-broth, green onion,
cilantro, bean sprouts & hoisin sauce."
		Mains | TURMERIC AND COCONUT CREPES : With mixed vegetables, fresh herbs, green onion & sprouts // protein of your choice
		Mains | BÁNH MÌ 5-SPICE PORK BELLY
		"Mains | MEKONG SALMON : With bok choy, green onion,
alfalfa sprouts, pepper &
caramelized-fish-sauce."
Mauritz	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | KURPITSAKEITTO, VUOHENJUUSTO JA PANCETTA MURU : PUMPKIN SOUP, GOAT CHEESE AND PANCETTA CRUMBLE. ( LG SAA VGN )
		"Starters | JUURESTARTAR, AVOCADO KREEMIÄ JA SITRUUNAMAJONEESI : ROOT VEGETABLE TARTAR, AVOCADO CREAM AND LEMON MAYONNAISE. ( LG SAA VGN
)"
		Starters | LOHI PASTRAMI, MARINOITUA KURPITSAA, OMENAA JA PIPARJUURTA : SALMON PASTRAMI, MARINATED PUMKIN & HORSERADISH. ( LG )
		Starters | TARTAR NAUDAN SISÄFILEESTÄ, KAPRISTA, PIKKELI SINAPINSIEMENEN : BEEF TENDERLOIN TARTAR,CAPERS, PICKLED MUSTARD SEEDS & SEED CRISPS. ( LG)
		Starters | PERSILJA-VALKOSIPULI MARINOITUJA ETANOITA & VÄSTERBOTTEN JUUSTOA : SNAILS IN PERSILLADE WITH GRATINATED “VÄSTERBOTTEN” CHEESE. ( LG )
		Starters | LEIKKELEVALIKOIMA, MARINOITUJA OLIIVEJA JA NDUJA LEIPÄÄ : CHARCUTERIE SELECTION, MARINATED OLIVES AND NDUJA BREAD. ( L )
		Starters | RANSAKALAISET PERUNAT : PORTION OFHOMEMADE fries
		Mains | NAUDAN SISÄFILE, PIPPURIKASTIKE, PAAHDETTU KURPITSA & RANSKALAISET PERUNAT : BEEF TENDERLOIN, PEPPER SAUCE, ROASTED PUMPKIN & FRENCH fries
		Mains | KERMAINEN KANTTARELLI-SUPPILOVAHVERO TALON PASTA & PARMESAANIA : CHANTERELLE AND YELLOWFOOT MUSHROOM LINGUINI. ( VL )
		Mains | PUNAJUURI-VUOHENJUUSTORISOTTO : BEETROOT AND GOATCHEESE RISOTTO. ( VLG )
		Mains | KUHA, KROSSIPERUNAA, KERMAISTA VALKOVIINI-PINAATTIKASTIKETTA, RUUSUKAALI : PIKE PERCH, CROSSED POTATOES, CREAMY WHITE WINE SPINACH SAUCE . ( LG )
		Mains | JOKIRAPU SKÅGEN-SALAATTI & SAARISTOLEIPÄ : CRAY FISH SKÅGEN SALAD & ARCHIPELAGO BREAD. ( L )
		Mains | LOHISALAATTIA NIÇOISEN TYYLIIN, KANANMUNA, HARRICOTPAPUJA & ANJOVISTA : SALMON SALAD IN NIÇOISE STYLE, BOILLED EGG, HARICOT BEANS. ( LG )
		Desserts | PÄIVÄN JÄÄTELÖ JA MARJOJA : ICE CREAM FLAVORS OF THE DAY AND BERRIES. ( LG )
		Desserts | CRÈME BRULÉE JA LAKKAA : CRÈME BRULÉE & CLOUDBERRY . ( LG )
		Desserts | JUUSTOLAUTANEN : VIIKUNA HILLO
		Desserts | ROSETTE OMENAPIIRAKKA, UNIOMENA PYRE JA OMENA SORBETI : ROSETTE APPLE PIE, ROASTED APPLE PURE & APPLE SORBET. ( L )
		Desserts | SUKLAA FONDANT, VANILJA JÄÄTELÖ & PISTAASI KARAMELLI MURU : CHOCOLATE FONDANT, VANILLA ICE CREAM & PISTACHIO CARAMEL CRUMBLE. ( LG )
Ristorante Il Trio	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | BURRATINA CAPRESE IN AROMA DI TARTUFO : Tuore burratajuusto, tomaatti ja tryffelitahna
		Starters | VITELLO TONNATO : Vasikkaa tonnikalakastikkeessa
		Soups | ZUPPA DI POMODORE E MASCARCOPNE : Tomaatti-mascarponejuustokeitto
The Tart	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | Shepherd's pie with Reindeer : Contains fish, allow 20 minutes
		Mains | Gardener's pie with Mushroom, Lentils and Veggies : Allow 20 minutes
		Mains | Moose Entrecôte, Gravy and Greens
		Small Plates | Welsh Rarebit
		Small Plates | Roasted Nuts
		Small Plates | Marinated Olives
		Desserts | Sticky Toffee Pudding and Ice Cream
Restaurant BRO	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | RILLETTE (L) : Karitsarilletteä, hapanjuurileipää, karpaloa ja baby gem -salaattia
		"Starters | BEETS* (L, G) : Paahdettuja punajuuria, endiiviä, pikkelöityjä sieniä ja manteliemulsiota.
*Saatavana vegaanisena"
		Starters | SCALLOPS (L, G) : Paistettuja kampasimpukoita, valkosipuli-persiljavoita ja myskikurpitsaa
		"Mains | GNOCCHI (L) : Rakuuna-gnoccheja, uppomuna, lehtikaalia ja
pikkelöityä myskikurpitsaa"
		"Mains | SECRETO (L, G) : Laavakivillä grillattua ruotsalaista
maatiaisporsaan lapaa 200 g, tarjoillaan
ranskalaisten perunoiden ja vihreän salaatin
kera. Lisäksi béarnaisekastiketta tai
valkosipuli-persiljavoita valintasi mukaan"
		"Mains | HILTON BURGER (L) : 160 g laavakivillä grillattu kotimainen
rotukarjanpihvi, karamellisoitua sipulia,
cheddarjuustoa, tryffelimajoneesia ja
ranskalaisia perunoita"
		Desserts | CHOCOLATE (L, G) : Suklaaganachea ja vadelmasorbettia
		Desserts | TARTE TATIN (L) : Klassinen omenainen tarte tatin, suolakinuskia ja sitruunaruohojäätelöä
		Desserts | CHEESE : Pala kotimaista juustoa sekä tomaattihilloketta
Bistro Le Coin	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | Kampasimpukkaa ja sitruunaruohokastiketta
		Starters | Paistettua Ankanmaksaa ja Portviinilientä
		Starters | Tomaatti Carpaccio
		Mains | Härän Sisäfilettä ja Bearnaise kastiketta
		Mains | Siikaa ja Perunaterriiniä
		Mains | Punajuurta, Sinihomejuustoa ja Pähkinää
		Desserts | Sinihomejuustoa ja Päärynää
		Desserts | Lakkaparfait ja Marinoituja marjoja
		Desserts | Ananasta, Kookosta ja Kinuskia
Ravintola Santa Fé Helsinki	['Gluten-free', 'Vegan', 'Vegetarian']	"Starters | CHEESE DIP AND CHIPS : Lämmintä cheddarjuustokastiketta maissilla,
paprikalla, sipulilla, jalapeñolla ja korianterilla.
Tarjoillaan itsetehtyjen maissilastujen kanssa."
		"Starters | SANTA FÉ CHILIES : Friteerattuja cheddarjuustolla täytettyjä
jalapeñoja, maissilastuja ja ranskankermaa"
		Starters | LITTLE VOODOO WINGS : 4 kpl kanansiipiä ja barbeque-smetanaa
		"Grill | SOUTH TEXAS STEAK : 250g härän ulkofileepihvi, barbequekastiketta, paahdettuja
yrtti-valkosipuliperunoita, grillattua sydänsalaattia ja
talon pico de galloa"
		"Grill | LAMB CHOPS : Grillattuja lampaankyljyksiä, pähkinä-valkosipulikastiketta,
paahdettuja yrtti-valkosipuliperunoita, grillattua sydänsalaattia
ja talon pico de galloa"
		"Grill | VEGE POWER : Lehtikaali-maissi-papupihvi, paahdettua bataattia,
grillattua sydänsalaattia ja kukkakaalia. Lisäksi
guacamolea, itsetehtyjä nachoja ja jogurttikastiketta"
		"Burgers | TEXAS BURGER : Häränjauhelihapihvi, pekonia, marinoitua punasipulia,
salaattia, tomaattia, aiolia, cheddarkastiketta
ja ranskalaisia perunoita"
		"Burgers | CRISPY CHICKEN BURGER : Paneroitua kanan rintafileetä, marinoitua punasipulia,
salaattia, tomaattia, aiolia, cheddarkastiketta ja
ranskalaisia perunoita"
		"Burgers | VEGE BURGER : Lehtikaali-maissi-papupihvi, marinoitua punasipulia,
salaattia, tomaattia, vegaanista limemajoneesia ja
ranskalaisia perunoita"
